player_id,name,web_name,team,price,ownership,transfers_in_event,transfers_out_event,form,minutes,status,snapshot_date
245,Mykhailo Mudryk,Mudryk,Chelsea,4.9,0.0,18,17,0.0,0,s,2025-12-30
246,Andrey Nascimento dos Santos,Andrey Santos,Chelsea,4.5,0.3,523,1145,0.5,436,a,2025-12-30
247,Dário Luís Essugo,D.Essugo,Chelsea,4.3,0.1,39,104,0.0,0,i,2025-12-30
248,Kendry Páez Andrade,Paez,Chelsea,4.5,0.0,0,0,0.0,0,u,2025-12-30
249,João Pedro Junqueira de Jesus,João Pedro,Chelsea,7.2,28.8,35999,41301,3.3,1418,a,2025-12-30
250,Liam Delap,Delap,Chelsea,6.2,0.9,620,653,0.7,367,a,2025-12-30
251,Nicolas Jackson,N.Jackson,Chelsea,6.5,0.1,0,28,0.0,0,u,2025-12-30
252,Marc Guiu Paz,Marc Guiu,Chelsea,4.3,7.4,7594,28342,0.2,247,a,2025-12-30
453,Alejandro Garnacho Ferreyra,Garnacho,Chelsea,6.4,0.6,3106,3266,1.8,714,a,2025-12-30
672,Jorrel Hato,Hato,Chelsea,4.6,0.2,162,227,0.0,166,d,2025-12-30
743,Landon Emenalo,Emenalo,Chelsea,4.5,0.0,20,34,0.0,0,a,2025-12-30
253,Dean Henderson,Henderson,Crystal Palace,5.1,8.5,6537,15871,2.7,1620,a,2025-12-30
254,Walter Benítez,Benitez,Crystal Palace,4.0,0.3,286,357,0.0,0,a,2025-12-30
255,Remi Matthews,Matthews,Crystal Palace,3.9,0.1,81,117,0.0,0,a,2025-12-30
256,Daniel Muñoz Mejía,Muñoz,Crystal Palace,5.8,7.3,827,79497,2.5,1260,i,2025-12-30
257,Maxence Lacroix,Lacroix,Crystal Palace,5.2,6.7,16387,31250,3.0,1620,a,2025-12-30
258,Tyrick Mitchell,Mitchell,Crystal Palace,5.0,2.4,5470,8469,2.0,1614,a,2025-12-30
259,Borna Sosa,Sosa,Crystal Palace,4.8,0.1,256,176,0.2,26,a,2025-12-30
260,Marc Guéhi,Guéhi,Crystal Palace,5.3,41.4,81276,53271,4.3,1530,a,2025-12-30
261,Chris Richards,Richards,Crystal Palace,4.5,3.0,568,72623,2.8,1522,d,2025-12-30
262,Chadi Riad Dnanou,Chadi Riad,Crystal Palace,4.0,0.0,10,36,0.0,0,d,2025-12-30
263,Nathaniel Clyne,Clyne,Crystal Palace,3.8,0.8,2003,3068,0.8,277,a,2025-12-30
264,Rob Holding,Holding,Crystal Palace,4.0,0.0,0,8,0.0,0,u,2025-12-30
265,Caleb Kporha,Kporha,Crystal Palace,4.0,0.0,13,14,0.0,0,i,2025-12-30
267,Ismaïla Sarr,Sarr,Crystal Palace,6.4,2.2,64,7547,0.5,1009,n,2025-12-30
268,Cheick Doucouré,Doucouré,Crystal Palace,4.9,0.0,4,5,0.0,0,i,2025-12-30
269,Romain Esse,Esse,Crystal Palace,4.7,0.1,148,197,0.2,29,a,2025-12-30
270,Will Hughes,Hughes,Crystal Palace,4.7,0.1,440,318,0.8,631,a,2025-12-30
271,Daichi Kamada,Kamada,Crystal Palace,5.0,0.1,10,683,1.7,1166,i,2025-12-30
272,Jefferson Lerma Solís,Lerma,Crystal Palace,4.9,0.1,171,172,1.3,624,a,2025-12-30
273,Adam Wharton,Wharton,Crystal Palace,5.0,0.9,5865,4876,4.2,1298,a,2025-12-30
274,Asher Agbinone,Agbinone,Crystal Palace,4.3,0.1,118,123,0.0,0,a,2025-12-30
275,Naouirou Ahamada,Ahamada,Crystal Palace,4.3,0.0,96,100,0.0,0,a,2025-12-30
276,Justin Devenny,Devenny,Crystal Palace,4.3,1.5,9234,4086,1.8,295,a,2025-12-30
277,Malcolm Ebiowei,Ebiowei,Crystal Palace,4.5,0.0,0,2,0.0,0,u,2025-12-30
278,Jesurun Rak-Sakyi,J.Rak-Sakyi,Crystal Palace,4.4,0.0,0,29,0.0,0,u,2025-12-30
279,Matheus França de Oliveira,M.França,Crystal Palace,4.5,0.0,0,3,0.0,0,u,2025-12-30
280,David Ozoh,Ozoh,Crystal Palace,4.5,0.0,0,0,0.0,0,u,2025-12-30
281,Kaden Rodney,Rodney,Crystal Palace,4.4,0.0,94,96,0.0,0,a,2025-12-30
282,Franco Umeh-Chibueze,Umeh,Crystal Palace,4.5,0.0,0,10,0.0,0,u,2025-12-30
283,Jean-Philippe Mateta,Mateta,Crystal Palace,7.7,12.4,10294,88381,2.7,1464,a,2025-12-30
284,Eddie Nketiah,Nketiah,Crystal Palace,5.4,0.6,1599,5209,2.3,414,a,2025-12-30
285,Odsonne Édouard,Édouard,Crystal Palace,5.0,0.2,0,123,0.0,2,u,2025-12-30
286,Zach Marsh,Marsh,Crystal Palace,4.5,0.3,503,837,0.0,0,a,2025-12-30
690,Rio Cardines,Cardines,Crystal Palace,4.4,0.3,8,681,0.0,0,i,2025-12-30
712,Yéremy Pino Santos,Yeremy,Crystal Palace,5.8,0.3,1815,3163,3.0,1090,a,2025-12-30
723,Jaydee Canvot,Canvot,Crystal Palace,4.5,0.0,61,58,0.3,113,a,2025-12-30
732,Christantus Uche,Uche,Crystal Palace,5.5,0.0,330,270,1.3,83,a,2025-12-30
762,Joél Drakes-Thomas,Drakes-Thomas,Crystal Palace,4.5,0.0,45,21,0.5,4,a,2025-12-30
773,Dean Benamar,Benamar,Crystal Palace,4.0,0.0,35,3,0.0,0,a,2025-12-30
242,Kiernan Dewsbury-Hall,Dewsbury-Hall,Everton,5.0,4.3,1730,91389,4.0,1257,d,2025-12-30
287,Jordan Pickford,Pickford,Everton,5.5,11.1,32764,15247,4.6,1620,a,2025-12-30
288,Mark Travers,Travers,Everton,4.3,0.1,62,129,0.0,0,a,2025-12-30
289,Harry Tyrer,Tyrer,Everton,3.9,0.1,68,154,0.0,0,a,2025-12-30
290,Jarrad Branthwaite,Branthwaite,Everton,5.3,0.1,43,112,0.0,0,d,2025-12-30
291,James Tarkowski,Tarkowski,Everton,5.5,8.3,68283,15454,6.2,1620,a,2025-12-30
292,Vitalii Mykolenko,Mykolenko,Everton,4.9,0.5,4377,2042,3.6,1345,a,2025-12-30
293,Jake O'Brien,O'Brien,Everton,4.9,0.5,2446,1544,4.6,1488,a,2025-12-30
294,Séamus Coleman,Coleman,Everton,4.2,0.1,7,125,0.0,11,d,2025-12-30
295,Michael Keane,Keane,Everton,4.8,7.1,223739,8733,4.8,1504,a,2025-12-30
296,Nathan Patterson,Patterson,Everton,4.4,0.0,80,62,0.2,2,a,2025-12-30
297,Roman Dixon,Dixon,Everton,3.8,0.2,187,286,0.0,0,a,2025-12-30
298,Reece Welch,Welch,Everton,3.8,0.1,145,191,0.0,0,a,2025-12-30
299,Iliman Ndiaye,Ndiaye,Everton,6.2,3.7,171,26865,2.6,1343,n,2025-12-30
300,Dwight McNeil,McNeil,Everton,5.5,0.2,1138,788,1.8,255,a,2025-12-30
301,Carlos Alcaraz Durán,Alcaraz,Everton,5.2,0.1,816,872,3.0,656,a,2025-12-30
302,Idrissa Gana Gueye,Gana,Everton,5.4,0.1,8,191,0.8,1051,n,2025-12-30
303,James Garner,Garner,Everton,5.0,0.7,6954,2660,3.8,1613,a,2025-12-30
304,Tim Iroegbunam,Iroegbunam,Everton,4.8,0.0,241,145,2.6,667,a,2025-12-30
305,Harrison Armstrong,Armstrong,Everton,4.5,0.0,0,41,0.0,1,u,2025-12-30
306,Callum Bates,Bates,Everton,4.3,0.1,212,234,0.0,0,a,2025-12-30
307,Coby Ebere,Ebere,Everton,4.4,0.0,68,91,0.0,0,a,2025-12-30
308,Isaac Heath,Heath,Everton,4.5,0.0,0,6,0.0,0,u,2025-12-30
309,Jenson Metcalfe,Metcalfe,Everton,4.5,0.0,0,0,0.0,0,u,2025-12-30
310,Thierno Barry,Barry,Everton,5.7,0.4,1229,3438,2.4,838,a,2025-12-30
311,Norberto Bercique Gomes Betuncal,Beto,Everton,5.0,2.5,4372,6399,1.2,771,a,2025-12-30
312,Youssef Ramalho Chermiti,Y.Chermiti,Everton,4.9,0.1,0,27,0.0,0,u,2025-12-30
313,Martin Sherif,Sherif,Everton,4.4,0.1,0,88,0.0,0,u,2025-12-30
419,Jack Grealish,Grealish,Everton,6.5,9.9,6444,103946,3.6,1340,d,2025-12-30
630,Tom King,King,Everton,3.9,1.4,946,1899,0.0,0,a,2025-12-30
667,Adam Aznou,Aznou,Everton,4.2,0.1,43,72,0.0,0,a,2025-12-30
704,Tyler Onyango,Onyango,Everton,4.5,0.1,0,40,0.0,0,u,2025-12-30
705,Elijah Campbell,Campbell,Everton,3.9,0.2,106,262,0.0,0,a,2025-12-30
707,Tyler Dibling,Dibling,Everton,5.3,0.0,234,86,1.0,184,a,2025-12-30
728,Merlin Röhl,Röhl,Everton,5.0,0.0,30,37,0.4,127,a,2025-12-30
314,Bernd Leno,Leno,Fulham,4.9,1.8,1506,4612,3.6,1620,a,2025-12-30
315,Steven Benda,Benda,Fulham,4.0,0.0,0,4,0.0,0,u,2025-12-30
316,Antonee Robinson,Robinson,Fulham,4.9,0.7,7177,1451,4.2,331,a,2025-12-30
317,Joachim Andersen,Andersen,Fulham,4.6,6.3,10136,32667,3.0,1481,a,2025-12-30
318,Calvin Bassey,Bassey,Fulham,4.5,0.4,44,3513,2.8,1358,n,2025-12-30
319,Timothy Castagne,Castagne,Fulham,4.3,0.1,174,630,1.2,545,a,2025-12-30
320,Issa Diop,Diop,Fulham,4.3,0.1,86,144,0.4,230,a,2025-12-30
321,Jorge Cuenca Barreno,J.Cuenca,Fulham,4.3,0.0,514,87,2.8,348,a,2025-12-30
322,Kenny Tete,Tete,Fulham,4.5,1.0,5651,5839,4.0,1296,a,2025-12-30
323,Samuel Amissah,Amissah,Fulham,3.8,0.1,104,272,0.0,0,a,2025-12-30
324,Alex Iwobi,Iwobi,Fulham,6.3,0.8,26,4407,2.2,1329,n,2025-12-30
325,Emile Smith Rowe,Smith Rowe,Fulham,5.6,0.9,3272,8114,4.6,657,a,2025-12-30
326,Adama Traoré Diarra,Adama,Fulham,5.1,0.1,179,316,0.6,250,a,2025-12-30
327,Andreas Hoelgebaum Pereira,Andreas,Fulham,5.3,0.1,0,22,0.0,0,u,2025-12-30
328,Ryan Sessegnon,Sessegnon,Fulham,5.4,0.2,12,1763,0.4,1106,i,2025-12-30
329,Harry Wilson,Wilson,Fulham,5.8,18.3,92521,84373,7.8,1239,a,2025-12-30
330,Sander Berge,Berge,Fulham,4.9,0.1,153,211,1.8,1548,a,2025-12-30
331,Tom Cairney,Cairney,Fulham,4.8,0.0,36,47,0.6,230,a,2025-12-30
332,Saša Lukić,Lukić,Fulham,4.9,0.1,136,148,2.2,946,a,2025-12-30
333,Martial Godo,Godo,Fulham,4.5,0.0,0,20,0.0,0,u,2025-12-30
334,Luke Harris,Harris,Fulham,4.5,0.0,0,1,0.0,0,u,2025-12-30
335,Josh King,King,Fulham,4.5,2.6,2677,14199,0.8,863,a,2025-12-30
336,Harrison Reed,Reed,Fulham,4.3,0.3,372,972,0.0,1,a,2025-12-30
337,Raúl Jiménez Rodríguez,Raúl,Fulham,6.3,2.3,8984,17955,4.6,1044,a,2025-12-30
338,Rodrigo Muniz Carvalho,Muniz,Fulham,5.3,0.7,56,840,0.0,348,i,2025-12-30
664,Benjamin Lecomte,Lecomte,Fulham,3.9,0.7,740,1046,0.0,0,a,2025-12-30
727,Samuel Chukwueze,Chukwueze,Fulham,5.3,0.1,46,3490,3.8,393,n,2025-12-30
731,Kevin Santos Lopes de Macedo,Kevin,Fulham,5.8,0.1,255,566,2.2,561,a,2025-12-30
737,Jonah Kusi-Asare,Kusi-Asare,Fulham,4.5,0.1,224,420,0.4,23,a,2025-12-30
770,Seth Ridgeon,Ridgeon,Fulham,4.5,0.0,40,16,0.0,0,a,2025-12-30
339,Illan Meslier,Meslier,Leeds,4.2,0.4,101,522,0.0,0,a,2025-12-30
340,Alex Cairns,Cairns,Leeds,3.9,0.2,91,211,0.0,0,a,2025-12-30
341,Karl Darlow,Darlow,Leeds,3.9,2.1,2440,4530,0.0,450,a,2025-12-30
342,Jayden Bogle,Bogle,Leeds,4.4,0.2,557,711,3.0,1573,a,2025-12-30
343,Pascal Struijk,Struijk,Leeds,4.3,0.3,501,726,2.4,1358,a,2025-12-30
344,Jaka Bijol,Bijol,Leeds,3.9,0.5,3946,2551,4.4,712,a,2025-12-30
345,Sebastiaan Bornauw,Bornauw,Leeds,3.8,0.1,111,429,0.4,2,a,2025-12-30
346,Sam Byram,Byram,Leeds,3.8,0.2,113,478,0.0,7,a,2025-12-30
347,Gabriel Gudmundsson,Gudmundsson,Leeds,3.8,3.8,9314,15520,2.0,1470,a,2025-12-30
348,Joe Rodon,Rodon,Leeds,4.0,4.6,2707,67853,1.6,1560,d,2025-12-30
349,Isaac Schmidt,Schmidt,Leeds,4.0,0.1,0,44,0.0,0,u,2025-12-30
350,Brenden Aaronson,Aaronson,Leeds,5.4,0.1,918,648,3.2,997,a,2025-12-30
351,Wilfried Gnonto,Gnonto,Leeds,5.2,0.1,120,205,2.0,306,a,2025-12-30
352,Jack Harrison,Harrison,Leeds,5.1,0.1,100,155,0.2,262,a,2025-12-30
353,Daniel James,James,Leeds,5.3,0.1,8,123,0.0,348,i,2025-12-30
354,Ethan Ampadu,Ampadu,Leeds,4.9,0.1,1418,994,4.8,1409,a,2025-12-30
355,Sam Greenwood,Greenwood,Leeds,4.9,0.0,0,15,0.0,0,u,2025-12-30
356,Ilia Gruev,Gruev,Leeds,4.7,0.0,157,174,1.4,391,a,2025-12-30
357,Largie Ramazani,Ramazani,Leeds,4.9,0.0,0,5,0.0,0,u,2025-12-30
358,Tanaka Ao,Tanaka,Leeds,4.8,0.3,1296,2763,3.8,692,a,2025-12-30
359,Charlie Crew,Crew,Leeds,4.5,0.0,0,2,0.0,0,u,2025-12-30
360,Joe Gelhardt,Gelhardt,Leeds,4.5,0.0,0,5,0.0,0,u,2025-12-30
361,Darko Gyabi,Gyabi,Leeds,4.5,0.0,0,28,0.0,0,u,2025-12-30
362,Joël Piroe,Piroe,Leeds,4.9,0.4,380,725,0.6,198,a,2025-12-30
363,Patrick Bamford,Bamford,Leeds,4.9,0.4,0,236,0.0,0,u,2025-12-30
364,Mateo Joseph Fernández-Regatillo,Mateo Joseph,Leeds,5.0,0.0,0,2,0.0,0,u,2025-12-30
365,Lukas Nmecha,Nmecha,Leeds,5.0,0.5,707,2005,0.6,506,a,2025-12-30
493,Sean Longstaff,Longstaff,Leeds,4.8,0.3,15,1141,0.0,877,i,2025-12-30
660,Anton Stach,Stach,Leeds,4.9,2.9,24136,13088,6.4,1270,a,2025-12-30
665,Lucas Estella Perri,Perri,Leeds,4.5,0.2,249,635,1.8,1170,a,2025-12-30
691,Dominic Calvert-Lewin,Calvert-Lewin,Leeds,5.8,9.0,121845,30194,9.0,1113,a,2025-12-30
698,Noah Okafor,Okafor,Leeds,5.5,0.1,466,936,2.6,927,a,2025-12-30
706,James Justin,Justin,Leeds,3.9,0.2,225,507,0.6,159,a,2025-12-30
741,Harry Gray,Gray,Leeds,4.5,0.1,625,719,0.0,0,a,2025-12-30
366,Alisson Becker,A.Becker,Liverpool,5.4,6.2,11851,9597,3.8,1170,a,2025-12-30
367,Giorgi Mamardashvili,Mamardashvili,Liverpool,4.2,0.6,334,2286,0.0,450,a,2025-12-30
368,Ármin Pécsi,Pécsi,Liverpool,3.9,0.3,46,750,0.0,0,a,2025-12-30
369,Freddie Woodman,Woodman,Liverpool,3.9,0.2,82,380,0.0,0,a,2025-12-30
370,Jeremie Frimpong,Frimpong,Liverpool,5.7,5.5,45134,3302,1.5,203,a,2025-12-30
371,Milos Kerkez,Kerkez,Liverpool,5.6,3.0,4551,4001,3.2,1209,a,2025-12-30
372,Andrew Robertson,Robertson,Liverpool,5.8,1.0,1075,1591,0.8,416,a,2025-12-30
373,Virgil van Dijk,Virgil,Liverpool,5.9,24.6,42853,43090,3.7,1620,a,2025-12-30
374,Ibrahima Konaté,Konaté,Liverpool,5.4,3.6,11634,9871,4.2,1516,a,2025-12-30
375,Conor Bradley,Bradley,Liverpool,5.0,0.2,1238,977,1.2,670,a,2025-12-30
376,Joe Gomez,Gomez,Liverpool,4.9,0.1,9,831,3.2,244,i,2025-12-30
377,Konstantinos Tsimikas,Tsimikas,Liverpool,4.8,0.0,0,16,0.0,0,u,2025-12-30
378,Amara Nallo,Nallo,Liverpool,3.7,0.6,14277,2066,0.0,0,a,2025-12-30
379,Rhys Williams,R.Williams,Liverpool,3.8,0.2,90,535,0.0,0,a,2025-12-30
380,Calvin Ramsay,Ramsay,Liverpool,3.8,0.2,116,609,0.0,0,a,2025-12-30
381,Mohamed Salah,M.Salah,Liverpool,14.0,14.8,71,22478,1.3,1183,n,2025-12-30
382,Florian Wirtz,Wirtz,Liverpool,8.2,11.3,144591,8988,6.0,1174,a,2025-12-30
383,Luis Díaz Marulanda,Luis Díaz,Liverpool,8.0,0.0,0,6,0.0,0,u,2025-12-30
384,Cody Gakpo,Gakpo,Liverpool,7.3,5.3,11534,9482,3.0,1140,a,2025-12-30
385,Federico Chiesa,Chiesa,Liverpool,6.3,0.4,1320,2319,0.8,211,a,2025-12-30
386,Alexis Mac Allister,Mac Allister,Liverpool,6.2,1.4,3857,5646,2.0,1182,a,2025-12-30
387,Dominik Szoboszlai,Szoboszlai,Liverpool,6.6,4.6,31252,18155,2.8,1522,a,2025-12-30
388,Curtis Jones,C.Jones,Liverpool,5.4,0.2,1120,1233,2.3,815,a,2025-12-30
390,Ryan Gravenberch,Gravenberch,Liverpool,5.7,6.3,86428,10166,5.2,1411,a,2025-12-30
392,Endo Wataru,Endo,Liverpool,4.9,0.1,3,116,0.2,43,i,2025-12-30
393,Stefan Bajčetić Maquieira,Bajcetic,Liverpool,4.3,0.0,21,69,0.0,0,i,2025-12-30
394,James McConnell,McConnell,Liverpool,4.4,0.0,0,8,0.0,0,u,2025-12-30
395,Tyler Morton,Morton,Liverpool,4.5,0.0,0,1,0.0,0,u,2025-12-30
396,Trey Nyoni,Nyoni,Liverpool,4.3,0.4,232,1207,0.3,2,a,2025-12-30
397,Darwin Núñez Ribeiro,Darwin,Liverpool,6.5,0.1,0,15,0.0,0,u,2025-12-30
398,Jayden Danns,Danns,Liverpool,4.3,0.1,40,108,0.0,0,i,2025-12-30
499,Alexander Isak,Isak,Liverpool,10.3,3.9,100,9462,2.8,501,i,2025-12-30
661,Hugo Ekitiké,Ekitiké,Liverpool,9.1,35.8,221960,12964,7.0,1038,a,2025-12-30
686,Rio Ngumoha,Ngumoha,Liverpool,4.3,0.7,4774,5020,0.0,42,a,2025-12-30
692,Giovanni Leoni,Leoni,Liverpool,4.9,0.0,9,11,0.0,0,i,2025-12-30
746,Kieran Morrison,Morrison,Liverpool,4.5,0.0,25,32,0.0,0,a,2025-12-30
760,Wellity Lucky,Lucky,Liverpool,4.0,0.0,46,61,0.0,0,a,2025-12-30
182,James Trafford,Trafford,Man City,4.6,1.0,53,959,0.0,270,a,2025-12-30
399,Ederson Santana de Moraes,Ederson M.,Man City,5.3,0.8,0,307,0.0,0,u,2025-12-30
400,Stefan Ortega Moreno,Ortega Moreno,Man City,4.7,0.2,31,127,0.0,0,a,2025-12-30
401,Marcus Bettinelli,Bettinelli,Man City,3.9,0.1,46,226,0.0,0,a,2025-12-30
402,Rayan Aït-Nouri,Aït-Nouri,Man City,5.7,3.9,29,4109,0.2,204,n,2025-12-30
403,Joško Gvardiol,Gvardiol,Man City,6.0,10.0,88997,16203,6.8,1218,a,2025-12-30
404,Manuel Akanji,Akanji,Man City,5.4,0.3,0,80,0.0,0,u,2025-12-30
405,Nathan Aké,Aké,Man City,5.3,0.6,305,652,0.6,223,a,2025-12-30
406,Abdukodir Khusanov,Khusanov,Man City,5.4,0.3,182,372,0.2,250,a,2025-12-30
407,Matheus Nunes,Matheus N.,Man City,5.4,2.5,23707,9787,6.2,1323,a,2025-12-30
408,Rúben dos Santos Gato Alves Dias,Rúben,Man City,5.7,7.4,27082,22801,6.2,1535,a,2025-12-30
409,John Stones,Stones,Man City,5.4,0.6,18,919,0.0,351,i,2025-12-30
410,Rico Lewis,Lewis,Man City,4.7,1.3,555,2067,0.6,204,a,2025-12-30
411,Nico O'Reilly,O'Reilly,Man City,5.3,11.0,27397,52592,3.8,1313,a,2025-12-30
412,Vitor de Oliveira Nunes dos Reis,Vitor Reis,Man City,5.0,0.0,0,1,0.0,0,u,2025-12-30
413,Omar Marmoush,Marmoush,Man City,8.3,2.4,72,1855,0.4,204,n,2025-12-30
414,Phil Foden,Foden,Man City,9.0,40.3,83429,187091,9.0,1315,a,2025-12-30
415,Sávio Moreira de Oliveira,Savinho,Man City,6.9,0.4,444,812,1.6,481,a,2025-12-30
416,Bernardo Mota Veiga de Carvalho e Silva,Bernardo,Man City,6.2,0.5,1243,1673,2.6,1229,a,2025-12-30
417,Rayan Cherki,Cherki,Man City,6.7,12.5,357720,8850,7.0,637,a,2025-12-30
418,Jérémy Doku,Doku,Man City,6.4,3.2,291,45328,2.2,935,i,2025-12-30
420,İlkay Gündoğan,Gündoğan,Man City,6.3,0.1,0,17,0.0,0,u,2025-12-30
421,Rodrigo 'Rodri' Hernandez Cascante,Rodrigo,Man City,6.3,0.4,206,189,0.0,292,a,2025-12-30
422,Mateo Kovačić,Kovačić,Man City,5.9,0.0,7,18,0.0,4,i,2025-12-30
423,Nico González Iglesias,N.Gonzalez,Man City,5.9,0.1,493,771,3.2,1223,a,2025-12-30
424,Oscar Bobb,Bobb,Man City,5.1,0.2,7,410,0.0,464,i,2025-12-30
425,Claudio Echeverri,Echeverri,Man City,5.4,0.0,0,6,0.0,0,u,2025-12-30
427,Tijjani Reijnders,Reijnders,Man City,5.2,12.0,37958,14306,5.4,1168,a,2025-12-30
428,Sverre Nypan,Nypan,Man City,5.0,0.0,0,2,0.0,0,u,2025-12-30
429,Kalvin Phillips,Phillips,Man City,4.8,0.1,35,91,0.0,0,a,2025-12-30
430,Erling Haaland,Haaland,Man City,15.1,74.2,19165,15717,9.4,1552,a,2025-12-30
736,Gianluigi Donnarumma,Donnarumma,Man City,5.7,10.1,15913,29144,4.4,1350,a,2025-12-30
739,Divine Mukasa,Mukasa,Man City,4.4,0.0,53,82,0.2,15,a,2025-12-30
740,Stephen Mfuni,Mfuni,Man City,3.9,0.0,30,87,0.0,0,a,2025-12-30
742,Ryan McAidoo,McAidoo,Man City,4.5,0.0,18,33,0.0,0,a,2025-12-30
763,Charlie Gray,Gray,Man City,4.5,0.0,34,22,0.0,0,a,2025-12-30
764,Reigan Heskey,Heskey,Man City,4.5,0.0,17,5,0.0,0,a,2025-12-30
119,Bryan Mbeumo,Mbeumo,Man Utd,8.1,10.1,483,74981,2.2,1405,n,2025-12-30
431,Altay Bayındır,Bayindir,Man Utd,4.8,0.3,458,463,0.0,540,a,2025-12-30
432,André Onana,Onana,Man Utd,4.9,0.1,0,43,0.0,0,u,2025-12-30
433,Elyh Harrison,Harrison,Man Utd,4.0,0.0,0,3,0.0,0,u,2025-12-30
434,Tom Heaton,Heaton,Man Utd,3.9,0.3,180,480,0.0,0,a,2025-12-30
435,Dermot Mee,Mee,Man Utd,3.9,0.1,84,151,0.0,0,a,2025-12-30
436,Matthijs de Ligt,De Ligt,Man Utd,4.9,2.1,111,8420,0.3,1170,i,2025-12-30
437,Lisandro Martínez,Martinez,Man Utd,4.8,0.4,25220,970,2.5,184,a,2025-12-30
438,Noussair Mazraoui,Mazraoui,Man Utd,4.9,0.2,20,612,1.0,439,n,2025-12-30
439,Diego León Blanco,D.Leon,Man Utd,4.2,0.1,103,112,0.0,0,a,2025-12-30
440,Diogo Dalot Teixeira,Dalot,Man Utd,4.5,4.6,242616,4410,6.2,1134,a,2025-12-30
441,Patrick Dorgu,Dorgu,Man Utd,4.2,5.9,345444,2714,4.3,889,a,2025-12-30
442,Harry Maguire,Maguire,Man Utd,4.3,0.5,48,966,0.0,341,i,2025-12-30
443,Luke Shaw,Shaw,Man Utd,4.5,0.7,7490,1875,2.0,1548,a,2025-12-30
444,Leny Yoro,Yoro,Man Utd,4.3,1.4,1841,4049,1.0,1027,a,2025-12-30
445,Harry Amass,Amass,Man Utd,4.0,0.1,0,54,0.0,0,u,2025-12-30
446,Tyler Fredricson,Fredricson,Man Utd,3.8,0.1,108,257,0.2,2,a,2025-12-30
447,Ayden Heaven,Heaven,Man Utd,3.8,2.5,66885,3412,2.5,411,a,2025-12-30
448,Tyrell Malacia,Malacia,Man Utd,3.8,0.4,607,1367,0.2,2,a,2025-12-30
449,Bruno Borges Fernandes,B.Fernandes,Man Utd,9.1,13.9,2139,431231,7.8,1475,i,2025-12-30
450,Matheus Santos Carneiro da Cunha,Cunha,Man Utd,8.1,12.8,405871,9071,4.5,1119,a,2025-12-30
451,Marcus Rashford,Rashford,Man Utd,7.0,0.0,0,5,0.0,0,u,2025-12-30
452,Amad Diallo,Amad,Man Utd,6.3,1.0,145,4654,2.8,1203,n,2025-12-30
454,Antony dos Santos,Antony,Man Utd,5.9,0.1,0,14,0.0,0,u,2025-12-30
455,Mason Mount,Mount,Man Utd,5.9,0.9,6939,23388,3.5,782,d,2025-12-30
457,Carlos Henrique Casimiro,Casemiro,Man Utd,5.5,1.3,30621,5047,3.8,1051,a,2025-12-30
458,Kobbie Mainoo,Mainoo,Man Utd,4.6,0.4,157,2202,0.5,212,i,2025-12-30
459,Manuel Ugarte Ribeiro,Ugarte,Man Utd,4.7,0.2,2891,519,1.2,474,a,2025-12-30
460,Toby Collyer,Collyer,Man Utd,4.5,0.0,0,14,0.0,0,u,2025-12-30
461,Jayce Fitzgerald,Fitzgerald,Man Utd,4.4,0.0,40,52,0.0,0,a,2025-12-30
462,Jack Fletcher,J.Fletcher,Man Utd,4.3,0.1,898,348,0.3,62,a,2025-12-30
463,Sékou Koné,Kone,Man Utd,4.3,0.1,196,236,0.0,0,a,2025-12-30
464,Jack Moorhouse,Moorhouse,Man Utd,4.5,0.0,0,15,0.0,0,u,2025-12-30
465,Rasmus Højlund,Højlund,Man Utd,6.3,0.3,0,51,0.0,0,u,2025-12-30
466,Joshua Zirkzee,Zirkzee,Man Utd,5.8,0.5,1791,2917,2.3,393,a,2025-12-30
467,Chido Obi,Obi,Man Utd,4.2,1.8,9930,8087,0.0,0,a,2025-12-30
468,Ethan Wheatley,Wheatley,Man Utd,4.5,0.1,0,52,0.0,0,u,2025-12-30
681,Benjamin Sesko,Šeško,Man Utd,7.2,3.3,21860,3807,1.2,768,a,2025-12-30
733,Senne Lammens,Lammens,Man Utd,5.0,2.5,42692,3036,2.8,1080,a,2025-12-30
755,Shea Lacey,Lacey,Man Utd,4.5,0.0,96,102,0.2,6,a,2025-12-30
769,Bendito Mantato,Bendito Mantato,Man Utd,4.5,0.0,18,11,0.0,0,a,2025-12-30
771,Tyler Fletcher,Fletcher,Man Utd,4.5,0.0,187,25,0.0,0,a,2025-12-30
52,Jacob Ramsey,J.Ramsey,Newcastle,5.3,0.2,599,360,1.0,454,a,2025-12-30
135,Yoane Wissa,Wissa,Newcastle,7.3,0.6,1823,2158,0.6,70,a,2025-12-30
469,Nick Pope,Pope,Newcastle,5.1,4.6,8586,7256,0.0,1066,a,2025-12-30
471,Mark Gillespie,Gillespie,Newcastle,3.9,0.1,110,170,0.0,0,a,2025-12-30
472,Odysseas Vlachodimos,Odysseas,Newcastle,4.0,0.0,0,11,0.0,0,u,2025-12-30
473,Lewis Hall,Hall,Newcastle,5.2,2.2,83940,2677,2.4,698,a,2025-12-30
474,Fabian Schär,Schär,Newcastle,5.3,1.8,13664,2943,1.2,834,a,2025-12-30
475,Sven Botman,Botman,Newcastle,4.9,0.3,8,668,0.0,655,d,2025-12-30
